model,variable,name,yaml
MPI-ESM1-2-HR,"['sndmasssnf', 'wmo', 'tsl', 'vegFrac', 'expc', 'tasmax', 'fbddtdisi', 'hurs', 'calc', 'mrros', 'pbsi', 'epcalc100', 'remoc', 'dcalc', 'expsi', 'rsdt', 'thkcello', 'sisnmass', 'sithick', 'no3', 'gpp', 'co3', 'bfe', 'zg', 'siarean', 'co3satcalc', 'zo2min', 'dfeos', 'fgo2', 'rsut', 'msftmz', 'intpoc', 'huss', 'phymisc', 'dissic', 'masscello', 'difvho', 'sfcWindmax', 'zostoga', 'wo', 'pop', 'bddtdic', 'dissoc', 'dissocos', 'bsi', 'hur', 'od550aer', 'si', 'ppdiaz', 'sivols', 'lai', 'detoc', 'masso', 'psl', 'basin', 'bddtdife', 'pon', 'rlds', 'grassFrac', 'pbo', 'rsdoabsorb', 'frfe', 'areacella', 'fddtdic', 'soga', 'simass', 'sitimefrac', 'prsn', 'hursmax', 'difvso', 'phydiaz', 'rsutcs', 'no3os', 'intdoc', 'hfy', 'difvmo', 'chldiaz', 'pbfe', 'fsitherm', 'fddtdisi', 'sfcWind', 'phyp', 'siu', 'osaltpadvect', 'tasmin', 'opottempdiff', 'bddtdin', 'siextentn', 'sispeed', 'rlus', 'dpco2', 'clivi', 'agessc', 'mrsol', 'ppmisc', 'tosga', 'bddtdip', 'expcalc', 'fbddtalk', 'rootd', 'ocfriver', 'spco2', 'frn', 'fbddtdife', 'zos', 'tran', 'talk', 'obvfsq', 'pp', 'phyfe', 'o2sat', 'wfo', 'vas', 'cli', 'sftof', 'dpo2', 'clt', 'rsds', 'volo', 'hus', 'mrsofc', 'so', 'sivoln', 'rsntds', 'siconca', 'uas', 'sfdsi', 'tauuo', 'pr', 'sisnconc', 'hfds', 'bddtalk', 'icfriver', 'ph', 'mlotst', 'froc', 'treeFrac', 'tauvo', 'vo', 'va', 'uo', 'npp', 'sosga', 'sos', 'fddtdin', 'fddtdip', 'fbddtdin', 'mrsos', 'phycos', 'rsdscs', 'pcalc', 'sitemptop', 'clw', 'umo', 'intdic', 'shrubFrac', 'epsi100', 'sftlf', 'bddtdisi', 'ua', 'thetao', 'osaltrmadvect', 'ppos', 'hfss', 'residualFrac', 'cropFrac', 'tauu', 'fddtdife', 'ta', 'mrro', 'msftbarot', 'baresoilFrac', 'tos', 'phyn', 'osaltdiff', 'vmo', 'snw', 'o3', 'sftgif', 'cl', 'hfbasin', 'tas', 'fgco2', 'dfe', 'opottempmint', 'fric', 'osaltpmdiff', 'graz', 'o2', 'orog', 'siconc', 'chl', 'fbddtdip', 'sivol', 'intppdiaz', 'fsfe', 'epc100', 'somint', 'rsus', 'tauv', 'phyc', 'sisnthick', 'opottemppadvect', 'rldscs', 'fddtalk', 'chldiazos', 'rsuscs', 'thetaoga', 'chlos', 'hursmin', 'intpp', 'msftmzmpa', 'wap', 'hfls', 'opottemptend', 'rlut', 'deptho', 'areacello', 'siareas', 'clwvi', 'volcello', 'prw', 'siv', 'ts', 'ps', 'mrso', 'evspsbl', 'cct', 'opottemprmadvect', 'o2min', 'fbddtdic', 'opottemppmdiff', 'co2mass', 'po4', 'rlutcs', 'zooc', 'osalttend', 'ra', 'fsn', 'prc']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
MRI-AGCM3-2-H,"['prsn', 'tas', 'uas', 'tasmax', 'tntscp', 'hurs', 'pr', 'tntc', 'rsutcs', 'va', 'rsus', 'tauv', 'tasmin', 'vtem', 'zg', 'rlus', 'rsut', 'wtem', 'huss', 'ua', 'hfls', 'epfz', 'rlut', 'hfss', 'prw', 'epfy', 'tauu', 'ts', 'ps', 'ta', 'evspsbl', 'psl', 'tntmp', 'utendepfd', 'tntrlcs', 'vas', 'rlds', 'rlutcs', 'clt', 'rsds', 'hus', 'tntrscs', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
MRI-AGCM3-2-S,"['prsn', 'tas', 'uas', 'tasmax', 'tntscp', 'hurs', 'pr', 'tntc', 'rsutcs', 'va', 'rsus', 'tauv', 'tasmin', 'vtem', 'zg', 'rlus', 'rsut', 'wtem', 'huss', 'ua', 'hfls', 'epfz', 'rlut', 'hfss', 'prw', 'epfy', 'tauu', 'ts', 'ps', 'ta', 'evspsbl', 'psl', 'utendepfd', 'tntmp', 'tntrlcs', 'vas', 'rlds', 'rlutcs', 'clt', 'rsds', 'hus', 'tntrscs', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
MCM-UA-1-0,"['cl', 'areacella', 'so', 'vsf', 'prsn', 'uas', 'tas', 'tauuo', 'hurs', 'pr', 'hfds', 'mrros', 'orog', 'tauvo', 'va', 'vo', 'uo', 'sosga', 'sos', 'thkcello', 'sithick', 'tauv', 'zg', 'huss', 'ua', 'thetao', 'tosga', 'hfls', 'deptho', 'areacello', 'rlut', 'hfss', 'volcello', 'wo', 'rtmt', 'hur', 'tauu', 'ts', 'ps', 'ta', 'mrro', 'mrso', 'evspsbl', 'psl', 'tos', 'vas', 'hus']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
INM-CM5-H,"['evspsbl', 'pr']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
KACE-1-0-G,"['cl', 'tsl', 'sndmasssnf', 'prsn', 'tas', 'uas', 'tasmax', 'tauuo', 'hursmax', 'hurs', 'pr', 'sisnconc', 'rldscs', 'mrros', 'rsutcs', 'tauvo', 'va', 'rsus', 'sfcWind', 'prc', 'sos', 'siu', 'tauv', 'mrsos', 'tasmin', 'evspsblsoi', 'sithick', 'sispeed', 'zg', 'rlus', 'sitemptop', 'sisnthick', 'rsuscs', 'clw', 'rsdscs', 'rsut', 'clivi', 'hursmin', 'wap', 'huss', 'mrsol', 'ua', 'hfls', 'rlut', 'sfcWindmax', 'clwvi', 'hfss', 'rtmt', 'prw', 'siv', 'hur', 'tauu', 'ts', 'od550aer', 'ps', 'mrro', 'ta', 'evspsblveg', 'evspsbl', 'tran', 'psl', 'tos', 'vas', 'rlutcs', 'rlds', 'cli', 'rsdsdiff', 'clt', 'rsds', 'hus', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
NorESM2-LM,"['co3satarag', 'sndmasssnf', 'wmo', 'tsl', 'dissicnat', 'tasmax', 'hurs', 'cVeg', 'calc', 'mrros', 'epcalc100', 'sf6', 'rsutcsaf', 'evs', 'prc', 'thkcello', 'sisnmass', 'sithick', 'no3', 'gpp', 'co3', 'bfe', 'zg', 'siarean', 'co3satcalc', 'zo2min', 'dfeos', 'cfc12global', 'rsut', 'fgo2', 'msftmz', 'intpoc', 'huss', 'dissic', 'masscello', 'cSoil', 'spco2nat', 'zostoga', 'pop', 'wo', 'dissoc', 'prra', 'dissicnatos', 'bsi', 'hur', 'od550aer', 'si', 'ta850', 'po4os', 'sivols', 'lai', 'evspsblveg', 'detoc', 'psl', 'basin', 'ficeberg', 'cfc11', 'pon', 'co2', 'rlds', 'pbo', 'areacella', 'sitimefrac', 'simass', 'talknat', 'frfe', 'soga', 'prsn', 'cfc11global', 'rsutcs', 'no3os', 'intdoc', 'hfy', 'fgco2nat', 'fsitherm', 'sfcWind', 'siu', 'sios', 'tasmin', 'siextentn', 'evspsblsoi', 'sispeed', 'rlus', 'dpco2', 'phnat', 'cLitter', 'clivi', 'agessc', 'mrsol', 'tosga', 'spco2', 'frn', 'zos', 'tran', 'talk', 'zoocos', 'pp', 'o2sat', 'phyfe', 'wfo', 'sftof', 'cli', 'phnatos', 'clt', 'rsds', 'volo', 'hus', 'so', 'sivoln', 'rsntds', 'prveg', 'tauuo', 'n2oglobal', 'pr', 'sisnconc', 'hfds', 'ph', 'mlotst', 'froc', 'tauvo', 'vo', 'va', 'uo', 'npp', 'sosga', 'sos', 'mrsos', 'epfe100', 'rsdscs', 'sitemptop', 'clw', 'umo', 'intdic', 'mmrss', 'ccb', 'epsi100', 'dpco2nat', 'ua', 'thetao', 'ppos', 'hfss', 'mmrdust', 'mmrso4', 'co3nat', 'rtmt', 'rsutaf', 'tauu', 'ta', 'mrro', 'msftbarot', 'tos', 'phyn', 'vmo', 'snw', 'rlutcsaf', 'o3', 'cl', 'vsf', 'hfbasin', 'tas', 'rlutaf', 'mmrbc', 'fgco2', 'dfe', 'fric', 'siconc', 'o2', 'orog', 'chl', 'sivol', 'epc100', 'ch4global', 'epp100', 'rsus', 'phos', 'tauv', 'phyc', 'sisnthick', 'cfc12', 'rsuscs', 'thetaoga', 'chlos', 'intpp', 'wap', 'hfls', 'rlut', 'areacello', 'deptho', 'mmroa', 'clwvi', 'volcello', 'prw', 'epn100', 'siv', 'ts', 'ps', 'mrso', 'evspsbl', 'cct', 'o2min', 'co2mass', 'rlutcs', 'po4', 'hfx', 'zooc', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
FGOALS-f3-H,"['evspsbl', 'pr']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
FGOALS-g3,"['pfull', 'tsl', 'sndmasssnf', 'wmo', 'tasmax', 'hurs', 'mrros', 'prc', 'thkcello', 'zg', 'rsut', 'msftmz', 'huss', 'phalf', 'masscello', 'wo', 'hur', 'evspsblveg', 'lai', 'psl', 'rlds', 'sitimefrac', 'soga', 'prsn', 'rsutcs', 'sfcWind', 'siu', 'tasmin', 'evspsblsoi', 'rlus', 'clivi', 'tosga', 'sidmassmeltbot', 'zos', 'tran', 'wfo', 'siforcecoriolx', 'cli', 'clt', 'rsds', 'hus', 'siforceintstry', 'so', 'rsntds', 'sifllwutop', 'prveg', 'tauuo', 'pr', 'sisnconc', 'hfds', 'mlotst', 'tauvo', 'va', 'vo', 'uo', 'sosga', 'sos', 'rsdscs', 'siflcondtop', 'sitemptop', 'clw', 'umo', 'sftlf', 'ua', 'thetao', 'hfss', 'rtmt', 'tauu', 'ta', 'mrro', 'tos', 'vmo', 'o3', 'cl', 'vsf', 'hfbasin', 'tas', 'siconc', 'orog', 'rsus', 'tauv', 'rldscs', 'rsuscs', 'thetaoga', 'wap', 'sidmasssi', 'hfls', 'sidmassth', 'rlut', 'areacello', 'deptho', 'mc', 'clwvi', 'volcello', 'prw', 'rlntds', 'siv', 'ts', 'ps', 'mrso', 'evspsbl', 'sidmassdyn', 'siforcecorioly', 'rlutcs', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
MIROC-ES2L,"['tsl', 'tasmax', 'cVeg', 'hurs', 'mrros', 'epcalc100', 'evs', 'prc', 'gpp', 'sithick', 'no3', 'zg', 'dfeos', 'fgo2', 'rsut', 'msftmz', 'huss', 'dissic', 'cSoil', 'wo', 'prra', 'po4os', 'hur', 'od550aer', 'ta850', 'evspsblveg', 'lai', 'psl', 'rlds', 'cRoot', 'tntrscs', 'sitimefrac', 'areacella', 'frfe', 'prsn', 'hursmax', 'rsutcs', 'no3os', 'fsitherm', 'sfcWind', 'siu', 'tasmin', 'evspsblsoi', 'rlus', 'rld', 'albisccp', 'cLitter', 'clivi', 'agessc', 'cSoilSlow', 'spco2', 'frn', 'snc', 'zos', 'tran', 'cLeaf', 'talk', 'zoocos', 'pp', 'wfo', 'vas', 'sftof', 'cli', 'clisccp', 'clt', 'rsds', 'hus', 'so', 'cSoilMedium', 'rsntds', 'uas', 'tauuo', 'pr', 'ph', 'froc', 'tntc', 'tauvo', 'va', 'vo', 'uo', 'npp', 'sos', 'mrsos', 'phycos', 'rsdscs', 'clw', 'ccb', 'mmrss', 'sftlf', 'ua', 'thetao', 'hfss', 'mmrdust', 'mmrso4', 'rtmt', 'rh', 'sbl', 'tauu', 'ta', 'mrro', 'tos', 'tntrlcs', 'cSoilFast', 'fescav', 'snw', 'sftgif', 'cl', 'cProduct', 'cLitterAbove', 'tas', 'dfe', 'fgco2', 'mmrbc', 'siconc', 'o2', 'orog', 'cLitterBelow', 'chl', 'fsfe', 'epc100', 'rsus', 'phos', 'tauv', 'phyc', 'sisnthick', 'rldscs', 'rsuscs', 'chlos', 'hursmin', 'intpp', 'wap', 'hfls', 'deptho', 'areacello', 'rlut', 'mmroa', 'clwvi', 'prw', 'epn100', 'siv', 'ts', 'ps', 'mrso', 'evspsbl', 'cct', 'tntmp', 'po4', 'rlutcs', 'zooc', 'nbp', 'ra', 'fsn', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
FIO-ESM-2-0,"['sndmasssnf', 'tasmax', 'hurs', 'mrros', 'evs', 'prc', 'zg', 'rsut', 'huss', 'wo', 'prra', 'hur', 'lai', 'evspsblveg', 'psl', 'rlds', 'sitimefrac', 'prsn', 'hursmax', 'fsitherm', 'sfcWind', 'siu', 'tasmin', 'evspsblsoi', 'rlus', 'clivi', 'zos', 'tran', 'wfo', 'cli', 'clt', 'rsds', 'hus', 'so', 'rsntds', 'prveg', 'sfdsi', 'tauuo', 'pr', 'sisnconc', 'hfds', 'tauvo', 'va', 'vo', 'uo', 'mrsos', 'rsdscs', 'sitemptop', 'clw', 'ua', 'thetao', 'hfss', 'rtmt', 'tauu', 'ta', 'mrro', 'tos', 'vsf', 'tas', 'siconc', 'sivol', 'rsus', 'rldscs', 'tauv', 'sisnthick', 'rsuscs', 'hursmin', 'wap', 'hfls', 'rlut', 'deptho', 'areacello', 'clwvi', 'prw', 'rlntds', 'siv', 'ts', 'ps', 'evspsbl', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
NorCPM1,"['sndmasssnf', 'tasmax', 'cVeg', 'hurs', 'mrros', 'epcalc100', 'evs', 'gpp', 'sithick', 'no3', 'zg', 'fgo2', 'rsut', 'msftmz', 'huss', 'cSoil', 'masscello', 'sfcWindmax', 'zostoga', 'prra', 'ta850', 'si', 'ficeberg', 'basin', 'psl', 'rlds', 'pbo', 'areacella', 'simass', 'soga', 'prsn', 'rsutcs', 'msftmrho', 'fsitherm', 'sfcWind', 'tasmin', 'evspsblsoi', 'rlus', 'cLitter', 'spco2', 'zos', 'talk', 'pp', 'vas', 'sftof', 'clt', 'rsds', 'hus', 'so', 'rsntds', 'uas', 'sfdsi', 'prhmax', 'tauuo', 'n2oglobal', 'pr', 'sisnconc', 'hfds', 'mlotst', 'tauvo', 'va', 'vo', 'uo', 'npp', 'sos', 'mrsos', 'rsdscs', 'umo', 'epsi100', 'sftlf', 'ua', 'thetao', 'hfss', 'rtmt', 'tauu', 'ta', 'mrro', 'msftbarot', 'tos', 'vmo', 'sftgif', 'vsf', 'hfbasin', 'tas', 'fgco2', 'siconc', 'o2', 'orog', 'epc100', 'ch4global', 'rsus', 'rldscs', 'tauv', 'sisnthick', 'phyc', 'rsuscs', 'thetaoga', 'wap', 'hfls', 'deptho', 'areacello', 'rlut', 'volcello', 'prw', 'ts', 'ps', 'mrso', 'evspsbl', 'co2mass', 'rlutcs', 'po4', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
NorESM1-F,"['hurs', 'calc', 'epcalc100', 'evs', 'prc', 'co3', 'sithick', 'no3', 'bfe', 'zg', 'co3satcalc', 'fgo2', 'rsut', 'huss', 'dissic', 'dissoc', 'prra', 'bsi', 'hur', 'si', 'ficeberg', 'detoc', 'psl', 'basin', 'rlds', 'areacella', 'prsn', 'rsutcs', 'fsitherm', 'sfcWind', 'rlus', 'spco2', 'zos', 'talk', 'pp', 'wfo', 'sftof', 'clt', 'rsds', 'hus', 'rsntds', 'tauuo', 'pr', 'sisnconc', 'hfds', 'ph', 'tauvo', 'va', 'sos', 'mrsos', 'rsdscs', 'epsi100', 'sftlf', 'ua', 'hfss', 'rtmt', 'tauu', 'ta', 'tos', 'sftgif', 'cl', 'vsf', 'tas', 'fgco2', 'dfe', 'siconc', 'o2', 'orog', 'sivol', 'epc100', 'rsus', 'rldscs', 'phyc', 'tauv', 'sisnthick', 'rsuscs', 'wap', 'hfls', 'deptho', 'areacello', 'rlut', 'volcello', 'prw', 'ts', 'ps', 'evspsbl', 'po4', 'rlutcs', 'zooc', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
MPI-ESM1-2-XR,"['uas', 'prsn', 'tas', 'tasmax', 'pr', 'rsutcs', 'va', 'rsus', 'tauv', 'tasmin', 'zg', 'rlus', 'rsut', 'huss', 'ua', 'hfls', 'rlut', 'hfss', 'prw', 'tauu', 'ts', 'ps', 'ta', 'evspsbl', 'psl', 'vas', 'rlds', 'rlutcs', 'clt', 'rsds', 'hus', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
CESM1-1-CAM5-CMIP5,"['tas', 'tasmax', 'fgco2', 'rsutcs', 'va', 'rsus', 'sos', 'tasmin', 'zg', 'rlus', 'ua', 'hfls', 'rlut', 'hfss', 'prw', 'ts', 'ps', 'ta', 'evspsbl', 'psl', 'tos', 'co2', 'rlds', 'rlutcs', 'clt', 'rsds', 'hus', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
E3SM-1-1,"['pfull', 'tsl', 'cVeg', 'cllcalipso', 'rsdt', 'thkcello', 'sisnmass', 'sithick', 'gpp', 'zg', 'rsut', 'msftmz', 'huss', 'phalf', 'masscello', 'cSoil', 'wo', 'hur', 'od550aer', 'lai', 'evspsblveg', 'psl', 'rlds', 'pbo', 'sitimefrac', 'areacella', 'soga', 'simass', 'prsn', 'rsutcs', 'fsitherm', 'sfcWind', 'evspsblsoi', 'rlus', 'albisccp', 'cLitter', 'clivi', 'mrsol', 'tosga', 'zos', 'tran', 'wfo', 'cli', 'clisccp', 'clt', 'rsds', 'volo', 'hus', 'so', 'sfdsi', 'prveg', 'tauuo', 'pr', 'hfds', 'mlotst', 'tauvo', 'vo', 'va', 'uo', 'sosga', 'sos', 'rsdscs', 'sitemptop', 'clw', 'sftlf', 'ua', 'thetao', 'hfss', 'rtmt', 'tauu', 'ta', 'mrro', 'tos', 'o3', 'cl', 'cProduct', 'tas', 'siconc', 'orog', 'rsus', 'rldscs', 'tauv', 'sisnthick', 'rsuscs', 'thetaoga', 'wap', 'hfls', 'rlut', 'clwvi', 'volcello', 'prw', 'ts', 'ps', 'mrso', 'evspsbl', 'rlutcs', 'prc']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
KIOST-ESM,"['tasmax', 'hurs', 'cVeg', 'mrros', 'epcalc100', 'thkcello', 'gpp', 'sithick', 'no3', 'bfe', 'zg', 'rsut', 'huss', 'eparag100', 'dissic', 'masscello', 'difvho', 'cSoil', 'pop', 'dissoc', 'bsi', 'hur', 'si', 'lai', 'evspsblveg', 'psl', 'pon', 'rlds', 'pbo', 'simass', 'fddtdic', 'hursmax', 'difvso', 'fddtdisi', 'sfcWind', 'siu', 'tasmin', 'evspsblsoi', 'rlus', 'cLitter', 'clivi', 'fbddtdife', 'zos', 'talk', 'phyfe', 'vas', 'cli', 'clt', 'rsds', 'hus', 'rsntds', 'uas', 'prveg', 'pr', 'ph', 'icfriver', 'mlotst', 'nh4', 'va', 'sos', 'fddtdip', 'fddtdin', 'epfe100', 'fbddtdin', 'sitemptop', 'clw', 'tnpeo', 'epsi100', 'ua', 'hfss', 'tauu', 'fddtdife', 'ta', 'mrro', 'tos', 'tas', 'dfe', 'difmxybo', 'siconc', 'o2', 'chl', 'fsfe', 'epp100', 'rsus', 'tauv', 'sisnthick', 'fddtalk', 'hfgeou', 'tnkebto', 'hursmin', 'wap', 'rlut', 'deptho', 'areacello', 'clwvi', 'diftrelo', 'prw', 'epn100', 'siv', 'ts', 'ps', 'evspsbl', 'po4', 'fsn', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
ACCESS-CM2,"['tsl', 'wmo', 'pfull', 'sndmasssnf', 'vegFrac', 'tasmax', 'hurs', 'mrros', 'bigthetaoga', 'evs', 'rsdt', 'thkcello', 'ocontemptend', 'sisnmass', 'sithick', 'fracLut', 'zg', 'rsut', 'msftmz', 'huss', 'phalf', 'masscello', 'difvho', 'sfcWindmax', 'zostoga', 'ocontemppmdiff', 'prra', 'hur', 'od550aer', 'ocontemppsmadvect', 'psl', 'basin', 'rlds', 'grassFrac', 'pbo', 'ocontemprmadvect', 'rsdoabsorb', 'areacella', 'soga', 'simass', 'prsn', 'hursmax', 'bigthetao', 'rsutcs', 'msftmrho', 'fsitherm', 'sfcWind', 'siu', 'osaltpadvect', 'tasmin', 'evspsblsoi', 'sispeed', 'rlus', 'clivi', 'agessc', 'mrsol', 'tosga', 'osaltpsmadvect', 'zos', 'obvfsq', 'wfo', 'vas', 'cli', 'sftof', 'clt', 'rsds', 'volo', 'hus', 'so', 'rsntds', 'siconca', 'uas', 'tauuo', 'pr', 'sisnconc', 'hfds', 'mlotst', 'treeFrac', 'tauvo', 'vo', 'va', 'uo', 'sosga', 'sos', 'mrsos', 'rsdscs', 'sitemptop', 'clw', 'umo', 'shrubFrac', 'sftlf', 'ua', 'thetao', 'osaltrmadvect', 'ocontemppadvect', 'hfss', 'rtmt', 'cropFrac', 'tauu', 'ta', 'mrro', 'msftbarot', 'baresoilFrac', 'tos', 'osaltdiff', 'vmo', 'snw', 'zfull', 'sftgif', 'cl', 'tas', 'ocontempdiff', 'osaltpmdiff', 'siconc', 'orog', 'sivol', 'rsus', 'tauv', 'sisnthick', 'rsuscs', 'thetaoga', 'hursmin', 'wap', 'hfls', 'rlut', 'areacello', 'deptho', 'volcello', 'prw', 'rlntds', 'siv', 'ts', 'ps', 'mrso', 'evspsbl', 'rlutcs', 'osalttend', 'prc']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
NorESM2-MM,"['co3satarag', 'tsl', 'wmo', 'dissicnat', 'tasmax', 'hurs', 'cVeg', 'calc', 'mrros', 'epcalc100', 'sf6', 'rsutcsaf', 'evs', 'rsdt', 'thkcello', 'co3', 'sithick', 'no3', 'sisnmass', 'gpp', 'bfe', 'co3satcalc', 'siarean', 'zg', 'zo2min', 'dfeos', 'fgo2', 'rsut', 'cfc12global', 'msftmz', 'intpoc', 'huss', 'dissic', 'masscello', 'cSoil', 'spco2nat', 'zostoga', 'wo', 'dissoc', 'prra', 'bsi', 'hur', 'ta850', 'si', 'po4os', 'od550aer', 'sivols', 'evspsblveg', 'detoc', 'ficeberg', 'psl', 'lai', 'basin', 'cfc11', 'co2', 'rlds', 'pbo', 'areacella', 'sitimefrac', 'soga', 'simass', 'frfe', 'talknat', 'prsn', 'cfc11global', 'lwp', 'rsutcs', 'no3os', 'fgco2nat', 'fsitherm', 'sfcWind', 'siu', 'sios', 'tasmin', 'siextentn', 'evspsblsoi', 'sispeed', 'rlus', 'dpco2', 'phnat', 'cLitter', 'clivi', 'mrsol', 'tosga', 'spco2', 'frn', 'zos', 'tran', 'talk', 'zoocos', 'pp', 'o2sat', 'wfo', 'sftof', 'cli', 'phnatos', 'clt', 'rsds', 'volo', 'hus', 'so', 'sivoln', 'rsntds', 'prveg', 'tauuo', 'n2oglobal', 'pr', 'sisnconc', 'hfds', 'ph', 'mlotst', 'froc', 'tauvo', 'vo', 'va', 'uo', 'npp', 'sosga', 'sos', 'mrsos', 'epfe100', 'rsdscs', 'sitemptop', 'clw', 'umo', 'ccb', 'epsi100', 'mmrss', 'sftlf', 'ua', 'thetao', 'ppos', 'hfss', 'mmrdust', 'mmrso4', 'co3nat', 'rtmt', 'rsutaf', 'tauu', 'ta', 'mrro', 'msftbarot', 'tos', 'vmo', 'rlutcsaf', 'o3', 'cl', 'vsf', 'hfbasin', 'rlutaf', 'tas', 'fgco2', 'dfe', 'mmrbc', 'fric', 'siconc', 'o2', 'orog', 'chl', 'sivol', 'epc100', 'ch4global', 'epp100', 'rsus', 'phos', 'tauv', 'phyc', 'sisnthick', 'cfc12', 'rsuscs', 'thetaoga', 'chlos', 'intpp', 'wap', 'hfls', 'rlut', 'areacello', 'deptho', 'mmroa', 'volcello', 'clwvi', 'prw', 'epn100', 'siv', 'ts', 'ps', 'mrso', 'evspsbl', 'cct', 'o2min', 'co2mass', 'po4', 'rlutcs', 'hfx', 'zooc', 'prc']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
